ID;Link;Name;Type;Stage Parking lot days;Stage Ready for delivery days;Stage Delivery days;Stage Discovery days;Stage New days;Stage ALIGN days;Stage DISCOVER days;Stage CAPTURE days;Stage ROLL OUT days;Stage DELIVER days;Stage Done days;Stage ABANDONED days;Stage Accepted days;Stage discover days;Stage Declined days;Stage Planned days;Stage in progress days;Stage Rolout days;Stage align days;Stage deliver days;Stage capture days;Stage abandoned days;Stage roll out days;Stage Backlog days;Stage In Progress days;Stage Impact days;Stage Acceptance days;Stage Deliver days;Stage In design days;Stage Align days;Stage Discover days;Stage To Do days;Stage In test days;Stage In review days;Stage Release to PROD days;Stage In Design days;Stage Ready for Estimation days;Stage Blocked days;Stage Selected for Development days;Stage Cancelled days;Stage In Acceptance days;Stage In Refinement days;Stage Canceled days;Stage Ready for Development days;Stage Development finished days;Stage READY TO TEST days;Stage Testing in progress days;Stage Testing finished days;Stage Refinement days;Stage Solutioning days;Stage In construction days;Stage dev Finished days;Stage Not Started days;Stage Capture days;Stage Roll Out days;Stage Tech Design days;Stage NEW days;Stage Parking lot start;Stage Ready for delivery start;Stage Delivery start;Stage Discovery start;Stage New start;Stage ALIGN start;Stage DISCOVER start;Stage CAPTURE start;Stage ROLL OUT start;Stage DELIVER start;Stage Done start;Stage ABANDONED start;Stage Accepted start;Stage discover start;Stage Declined start;Stage Planned start;Stage in progress start;Stage Rolout start;Stage align start;Stage deliver start;Stage capture start;Stage abandoned start;Stage roll out start;Stage Backlog start;Stage In Progress start;Stage Impact start;Stage Acceptance start;Stage Deliver start;Stage In design start;Stage Align start;Stage Discover start;Stage To Do start;Stage In test start;Stage In review start;Stage Release to PROD start;Stage In Design start;Stage Ready for Estimation start;Stage Blocked start;Stage Selected for Development start;Stage Cancelled start;Stage In Acceptance start;Stage In Refinement start;Stage Canceled start;Stage Ready for Development start;Stage Development finished start;Stage READY TO TEST start;Stage Testing in progress start;Stage Testing finished start;Stage Refinement start;Stage Solutioning start;Stage In construction start;Stage dev Finished start;Stage Not Started start;Stage Capture start;Stage Roll Out start;Stage Tech Design start;Stage NEW start;Stage Parking lot recurrence;Stage Ready for delivery recurrence;Stage Delivery recurrence;Stage Discovery recurrence;Stage New recurrence;Stage ALIGN recurrence;Stage DISCOVER recurrence;Stage CAPTURE recurrence;Stage ROLL OUT recurrence;Stage DELIVER recurrence;Stage Done recurrence;Stage ABANDONED recurrence;Stage Accepted recurrence;Stage discover recurrence;Stage Declined recurrence;Stage Planned recurrence;Stage in progress recurrence;Stage Rolout recurrence;Stage align recurrence;Stage deliver recurrence;Stage capture recurrence;Stage abandoned recurrence;Stage roll out recurrence;Stage Backlog recurrence;Stage In Progress recurrence;Stage Impact recurrence;Stage Acceptance recurrence;Stage Deliver recurrence;Stage In design recurrence;Stage Align recurrence;Stage Discover recurrence;Stage To Do recurrence;Stage In test recurrence;Stage In review recurrence;Stage Release to PROD recurrence;Stage In Design recurrence;Stage Ready for Estimation recurrence;Stage Blocked recurrence;Stage Selected for Development recurrence;Stage Cancelled recurrence;Stage In Acceptance recurrence;Stage In Refinement recurrence;Stage Canceled recurrence;Stage Ready for Development recurrence;Stage Development finished recurrence;Stage READY TO TEST recurrence;Stage Testing in progress recurrence;Stage Testing finished recurrence;Stage Refinement recurrence;Stage Solutioning recurrence;Stage In construction recurrence;Stage dev Finished recurrence;Stage Not Started recurrence;Stage Capture recurrence;Stage Roll Out recurrence;Stage Tech Design recurrence;Stage NEW recurrence;Project name;Project key;Stage;Stage category;Priority;Labels;Components;CreatedDate;Version;Version release;Parent key;Parent name;Parent type;Parent status;Assignee name;LinksToOutwardKey;LinksToInwardKey;Timeoriginalestimate;Timeestimate;Timespent;AggreagateTimeoriginalestimate;AggreagateTimeestimate;AggreagateTimespent;Workratio;Sprints;Story points;Worklog seconds;Epic account;Epic team;Epic phase key;Initiative key;Initiative name;Initiative type;Initiative quarter;Initiative quarter start end date;Initiative domain;Initiative prio;Initiative townsquare;Initiative dependent on;Team Name;Level Name;Is Completed;Completed Start Date;Completed Year Month;Completed Year Quarter;Now Date;All Analysis Days;All Waiting for Development Days;All Development Days;All Development Days Round Up;All Development Days Round Up to 50;All Waiting for Deployment Days;All Deployment Days;All Cycle Time Days;All Cycle Time Days Round Up;All Cycle Time Days Round Up to 50;Is in Development;Is in Development or Completed;Epic quarter
DEMO59-44;;Q2 Compliance Readiness #17;Initiative;43.3;;;;;;165.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-18 11:47:42;;;;;;2025-11-10 12:16:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;User Management;DEMO59;Parking lot;To Do;Major;label-4f862f;;2025-08-11T18:42:23.696+0200;;;;;;;Toby Xu;;;;;;;;;-1;;;0;;Alpha;;;;;Q3 2026;"{""start"":""2026-04-01"",""end"":""2026-06-30""}";;;;;FMS;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;165.8;;;;;;;;;;N;N;
DEMO80-1;;Q3 User Growth #17;Initiative;;;;;0.1;;;;;;;;;;;;;;0.1;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-03-04 09:19:44;;;;;;;;;;;;;;2026-03-04 12:13:10;2026-03-04 14:44:15;2026-03-04 12:12:12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Integration Hub;DEMO80;deliver;In Progress;Minor;label-3579d0;;2026-03-04T10:19:44.480+0100;;;;;;;Jordan Brown;;;;;;;;;-1;;;0;;;;;;;;;;;;;FINANCE;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;0.1;4.2;;;;;;;;;N;N;
DEMO80-2;;Q4 Integration Expansion #17;Initiative;;;;;5.9;;;;;;;;;;;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-26 09:56:15;;;;;;;;;;;;;;;2026-03-04 08:19:48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Integration Hub;DEMO80;deliver;In Progress;Minor;label-3579d0;;2026-02-26T10:56:15.764+0100;;;;;;;Jordan Brown;;;;;;;;;-1;;;0;;;;;;;Q3 2026;;;;;;FINANCE;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;4.5;;;;;;;;;N;N;
DEMO80-3;;Q1 Technical Debt Reduction #17;Initiative;;;;;11.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-25 13:04:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Integration Hub;DEMO80;New;To Do;Critical;;;2026-02-25T14:04:20.515+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;Q2 2026;;;;;;FINANCE;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO80-4;;Q2 Observability #17;Initiative;4.2;;;;;38.1;;6.0;;;;;;;;;;;103.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-03-04 14:47:39;;;;;2025-10-13 13:20:53;;2025-10-07 13:11:20;;;;;;;;;;;2025-11-20 16:30:22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;1.0;;1.0;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Integration Hub;DEMO80;Parking lot;To Do;Major;;;2025-10-07T15:11:20.906+0200;;;;;;;;;;;;;;;;-1;;;0;;;;;;;Q4 2026;;;;;;FINANCE;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;142.0;;;;;;;;;;N;N;
DEMO80-5;;Q1 Platform Reliability #18;Initiative;;;;;;;;;;;;;;;;;;;;;110.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-18 11:32:48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Integration Hub;DEMO80;capture;To Do;Major;label-c15f50,label-6b0ef0;;2025-11-18T12:32:48.228+0100;;;;;;;Yael Novak;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;FINANCE;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO80-6;;Q2 Customer Onboarding Revamp #18;Initiative;;;;;;;;;;;;;;;;;;;;;10.0;100.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-18 11:29:01;2025-11-28 10:25:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Integration Hub;DEMO80;abandoned;Done;Major;label-45fd48;;2025-11-18T12:29:01.799+0100;;;;;;;Yael Novak;;;;;;;;;-1;;;0;;;;;;;Q2 2026;;;;;;FINANCE;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO80-7;;Q1 Performance Optimization #18;Initiative;;;;;;;;;;;;;;;;;;;101.1;;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-27 17:20:49;;2025-11-18 11:25:13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Integration Hub;DEMO80;align;In Progress;Major;label-9c5384;;2025-11-18T12:25:13.469+0100;;;;;;;Zara Kowalski;;;;;;;;;-1;;;0;;;;;;;Q2 2026;;;;;;FINANCE;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;101.1;;;;;;;;;;N;N;
DEMO80-8;;Q2 Security Hardening #18;Initiative;;;;;;;;;;;;;;7.0;;;;;101.2;;2.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-20 13:47:37;;;;;2025-11-27 13:40:42;;2025-11-18 11:19:08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Integration Hub;DEMO80;align;In Progress;Major;label-db6572;;2025-11-18T12:19:08.897+0100;;;;;;;Mika Horvat;;;;;;;;;-1;;;0;;;;;;;Q4 2026;;;;;;FINANCE;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;108.2;;;;;;;;;;N;N;
DEMO80-9;;Q1 Developer Experience #18;Initiative;;;;;;;;;;;;;;7.0;;;;;101.2;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-20 13:47:41;;;;;2025-11-27 13:40:45;;2025-11-14 14:48:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Integration Hub;DEMO80;align;In Progress;Major;label-1acdd5;;2025-11-14T15:48:29.403+0100;;;;;;;Mika Horvat;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;FINANCE;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;108.2;;;;;;;;;;N;N;
DEMO80-10;;Q2 Analytics Platform #18;Initiative;;;;;;;;;;;;;;6.2;;;;;;;108.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-14 09:19:40;;;;;;;2025-11-20 13:46:17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Integration Hub;DEMO80;capture;To Do;Major;label-6d0b4c;;2025-11-14T10:19:40.705+0100;;;;;;;Robin Nemec;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;FINANCE;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;6.2;;;;;;;;;;N;N;
DEMO71-5;;Q3 Mobile First #18;Initiative;;;;;;;;;;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-03-04 08:45:42;;;;;2026-03-04 09:07:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;DELIVER;In Progress;Minor;label-b14278,label-2e5ee2,label-29ee13;;2026-03-04T09:45:42.492+0100;;;;;;;Sasha Svoboda;;;;;;;;;-1;;;0;;;;;;;Q2 2026;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;4.4;;;;;;;;;N;N;
DEMO71-6;;Q3 API Modernization #18;Initiative;;;;;0.6;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-03-02 16:04:11;;;2026-03-03 06:58:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;CAPTURE;To Do;Minor;;;2026-03-02T17:04:11.978+0100;;;;;;;Jules Kral;;;;;;;;;-1;;;0;;;;;;;;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO71-7;;Q4 Scale Infrastructure #18;Initiative;;;;;;10.4;20.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-05 16:45:08;2026-02-26 09:06:05;2026-02-05 16:49:46;;;2026-02-05 16:49:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;ALIGN;In Progress;Minor;label-3579d0;;2026-02-05T17:45:08.464+0100;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;;;;;;Q4 2026;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;31.1;;;;;;;;;;N;N;
DEMO71-8;;Q4 Cost Optimization #18;Initiative;;;;;;44.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-01-23 16:30:00;2026-01-23 16:34:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;ALIGN;In Progress;Minor;;;2026-01-23T17:30:00.868+0100;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;;;;;;Q3 2026;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;44.1;;;;;;;;;;N;N;
DEMO71-9;;Q1 Data Migration #18;Initiative;12.1;;;;;32.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-24 15:49:29;;;;2026-02-24 15:49:26;2026-01-23 16:34:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;Parking lot;To Do;Minor;;;2026-01-23T17:15:55.473+0100;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;;;;;;;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;32.0;;;;;;;;;;N;N;
DEMO71-10;;Q2 Compliance Readiness #18;Initiative;;;;;86.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-12 10:58:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;New;To Do;Major;;;2025-12-12T11:58:37.412+0100;;;;;;;Jordan Brown;;;;;;;;;-1;;;0;;;;;;;;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO71-11;;Q3 User Growth #18;Initiative;;;;;41.2;5.3;41.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-11 07:51:25;2026-02-26 09:00:12;2026-03-03 16:24:28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;DISCOVER;In Progress;Major;;;2025-12-11T08:51:25.518+0100;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;;;;;;Q3 2026;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;46.3;;;;;;;;;;N;N;
DEMO71-12;;Q4 Integration Expansion #18;Initiative;;;;;88.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-10 10:18:53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;New;To Do;Major;;;2025-12-10T11:18:53.276+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO71-13;;Q1 Technical Debt Reduction #18;Initiative;;;;;90.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-08 13:04:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;New;To Do;Major;;;2025-12-08T14:04:26.806+0100;;;;;;;Jules Kral;;;;;;;;;-1;;;0;;;;;;;;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO71-14;;Q2 Observability #18;Initiative;;;;;90.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-08 12:55:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;New;To Do;Major;;;2025-12-08T13:55:10.694+0100;;;;;;;Jules Kral;;;;;;;;;-1;;;0;;;;;;;;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO71-15;;Q1 Platform Reliability #19;Initiative;;;;;90.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-08 12:50:31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;New;To Do;Major;;;2025-12-08T13:50:31.011+0100;;;;;;;Jules Kral;;;;;;;;;-1;;;0;;;;;;;;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO71-16;;Q2 Customer Onboarding Revamp #19;Initiative;;;;;;;101.4;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-27 09:46:06;2025-11-19 13:46:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;DISCOVER;In Progress;Major;;;2025-11-19T14:46:49.294+0100;;;;;;;Jules Kral;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;101.4;;;;;;;;;;N;N;
DEMO71-17;;Q1 Performance Optimization #19;Initiative;;;;;;;;121.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07 14:11:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;CAPTURE;To Do;Major;;;2025-11-07T15:11:29.401+0100;;;;;;;Jules Kral;;;;;;;;;-1;;;0;;;;;;;;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO71-18;;Q2 Security Hardening #19;Initiative;;;;;;;19.2;104.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-17 14:00:05;2025-11-05 13:35:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;DISCOVER;In Progress;Major;label-a1edbd,label-031952,label-2d4ac9,label-6b0ef0;;2025-11-05T14:35:29.372+0100;;;;;;;Alex Anderson;;;;;;;;;-1;;;0;;;;;;;Q2 2027;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;19.2;;;;;;;;;;N;N;
DEMO71-19;;Q1 Developer Experience #19;Initiative;;;;;;;19.2;104.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-17 14:00:02;2025-11-05 13:13:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;DISCOVER;In Progress;Major;label-a1edbd,label-4870c6,label-3da5e7;;2025-11-05T14:13:00.118+0100;;;;;;;Alex Anderson;;;;;;;;;-1;;;0;;;;;;;Q2 2027;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;19.2;;;;;;;;;;N;N;
DEMO71-20;;Q2 Analytics Platform #19;Initiative;10.4;;;;;138.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-26 08:58:50;;;;;2025-10-10 12:05:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;Parking lot;To Do;Major;label-236388,label-d3aed0;;2025-10-10T14:05:50.847+0200;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;;;;;;Q4 2026;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;138.9;;;;;;;;;;N;N;
DEMO71-21;;Q3 Mobile First #19;Initiative;;;;;;;151.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-10-08 19:48:07;2025-10-08 19:47:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;DISCOVER;In Progress;Major;label-236388,label-6b0ef0;;2025-10-08T21:47:11.943+0200;;;;;;;Sasha Svoboda;;;;;;;;;-1;;;0;;;;;;;Q4 2026;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;151.0;;;;;;;;;;N;N;
DEMO71-2;;Q1 Performance Optimization #6;Initiative;;;;;;152.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-10-07 13:16:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;ALIGN;In Progress;Major;label-ae202d,label-9bcc98,label-d3aed0;;2025-10-07T15:16:09.223+0200;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;;;;;;Q4 2026;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;152.3;;;;;;;;;;N;N;
DEMO71-22;;Q3 API Modernization #19;Initiative;;;;;;147.2;;;;;;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-10-07 13:07:28;;;;;;2026-03-03 18:01:22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Billing System;DEMO71;ABANDONED;Done;Major;label-236388,label-d3aed0;;2025-10-07T15:07:28.576+0200;;;;;;;Lee Roberts;;;;;;;;;-1;;;0;;;;;;;;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;147.2;;;;;;;;;;N;N;
